dateTime,price
2013-04-17 08:30:00,561000
2013-04-18 08:15:00,561000
2013-04-19 08:15:00,561000
2013-04-22 08:30:00,551000
2013-04-23 08:45:00,555000
2013-04-24 08:30:00,555000
2013-04-25 08:25:00,557000
2013-04-26 08:00:00,557000
2013-04-29 08:20:00,553000
2013-04-30 08:50:00,553000
2013-05-01 08:30:00,552000
2013-05-02 08:30:00,550000
2013-05-03 08:00:00,551000
2013-05-06 08:30:00,552000
2013-05-07 08:50:00,551000
2013-05-08 08:30:00,549000
2013-05-10 08:20:00,549000
2013-05-13 08:30:00,545000
2013-05-14 08:50:00,543000
2013-05-15 08:20:00,539000
2013-05-16 07:50:00,537000
2013-05-17 08:50:00,532000
2013-05-20 08:50:00,532000
2013-05-21 09:20:00,533000
2013-05-22 08:00:00,533000
